Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
542,52,male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,yes,Next Day Air,yes,yes,45,Cash,Bi-Weekly
543,27,male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,yes,Next Day Air,yes,yes,35,Cash,Bi-Weekly
544,53,male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,yes,Express,yes,yes,11,Credit Card,Monthly
545,34,male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,yes,Standard,yes,yes,30,Bank Transfer,Every 3 Months
546,33,male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,yes,2-Day Shipping,yes,yes,48,Debit Card,Annually
547,62,male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,yes,Free Shipping,yes,yes,45,Venmo,Bi-Weekly
548,38,male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,yes,Free Shipping,yes,yes,26,Venmo,Weekly
549,36,male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,yes,Store Pickup,yes,yes,41,Debit Card,Every 3 Months
550,31,male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,yes,Express,yes,yes,37,Venmo,Bi-Weekly
551,62,male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,yes,Store Pickup,yes,yes,12,PayPal,Weekly
552,29,male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,yes,2-Day Shipping,yes,yes,27,Cash,Bi-Weekly
553,24,male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,yes,Express,yes,yes,18,Bank Transfer,Weekly
554,63,male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,yes,Express,yes,yes,15,Credit Card,Quarterly
555,56,male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3,yes,Express,yes,yes,34,Bank Transfer,Weekly
556,63,male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,yes,Express,yes,yes,37,Venmo,Annually
557,40,male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5,yes,Store Pickup,yes,yes,21,Cash,Fortnightly
558,18,male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,yes,Free Shipping,yes,yes,31,Debit Card,Weekly
559,50,male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,yes,Express,yes,yes,43,Debit Card,Every 3 Months
560,66,male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,yes,Store Pickup,yes,yes,22,Bank Transfer,Monthly
561,25,male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.3,yes,Free Shipping,yes,yes,12,Debit Card,Annually
562,65,male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,yes,Next Day Air,yes,yes,25,PayPal,Fortnightly
563,53,male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,yes,Standard,yes,yes,40,Debit Card,Annually
564,61,male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,yes,Standard,yes,yes,16,Debit Card,Quarterly
565,67,male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,yes,Next Day Air,yes,yes,30,Bank Transfer,Weekly
566,59,male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,yes,Store Pickup,yes,yes,10,Venmo,Weekly
567,55,male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,yes,Store Pickup,yes,yes,1,Debit Card,Fortnightly
568,21,male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3,yes,Next Day Air,yes,yes,24,Venmo,Fortnightly
569,44,male,Pants,Clothing,88,Utah,L,Red,Summer,4,yes,Free Shipping,yes,yes,36,PayPal,Monthly
570,65,male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,yes,Express,yes,yes,46,Credit Card,Every 3 Months
571,65,male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,yes,Standard,yes,yes,20,Cash,Annually
572,54,male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,yes,Free Shipping,yes,yes,37,Venmo,Weekly
573,56,male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,yes,Next Day Air,yes,yes,26,Bank Transfer,Annually
574,58,male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,yes,2-Day Shipping,yes,yes,23,Credit Card,Bi-Weekly
575,54,male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,yes,Free Shipping,yes,yes,20,Bank Transfer,Bi-Weekly
576,58,male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,yes,Express,yes,yes,38,PayPal,Monthly
577,48,male,Hat,Accessories,68,Washington,M,Black,Winter,5,yes,2-Day Shipping,yes,yes,5,Credit Card,Every 3 Months
578,19,male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,yes,Store Pickup,yes,yes,41,Venmo,Annually
579,69,male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,yes,Next Day Air,yes,yes,22,Credit Card,Fortnightly
580,58,male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,yes,Free Shipping,yes,yes,48,Credit Card,Annually
581,49,male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,yes,Free Shipping,yes,yes,10,PayPal,Weekly
582,32,male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,yes,Store Pickup,yes,yes,12,Bank Transfer,Every 3 Months
583,40,male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,yes,Store Pickup,yes,yes,2,Bank Transfer,Quarterly
584,25,male,Shorts,Clothing,78,California,L,Yellow,Spring,4,yes,Store Pickup,yes,yes,38,PayPal,Monthly
585,70,male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,yes,Free Shipping,yes,yes,20,Debit Card,Monthly
586,69,male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,yes,Next Day Air,yes,yes,5,Cash,Every 3 Months
587,45,male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,yes,2-Day Shipping,yes,yes,9,Venmo,Annually
588,29,male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,yes,Express,yes,yes,48,Debit Card,Every 3 Months
589,47,male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3,yes,Standard,yes,yes,9,Debit Card,Quarterly
590,28,male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,yes,2-Day Shipping,yes,yes,40,PayPal,Annually
591,64,male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,yes,Standard,yes,yes,30,Venmo,Fortnightly
592,47,male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,yes,Store Pickup,yes,yes,6,Debit Card,Bi-Weekly
593,60,male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,yes,Free Shipping,yes,yes,42,Venmo,Every 3 Months
594,67,male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,yes,Store Pickup,yes,yes,9,PayPal,Every 3 Months
595,35,male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,yes,Next Day Air,yes,yes,6,Debit Card,Monthly
596,30,male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,yes,Next Day Air,yes,yes,47,PayPal,Quarterly
597,23,male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,yes,Store Pickup,yes,yes,36,Venmo,Annually
598,70,male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,yes,Standard,yes,yes,19,Bank Transfer,Fortnightly
599,21,male,Dress,Clothing,66,California,L,Green,Winter,3.2,yes,2-Day Shipping,yes,yes,30,Cash,Every 3 Months
600,51,male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,yes,Standard,yes,yes,27,Debit Card,Every 3 Months
601,22,male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5,yes,2-Day Shipping,yes,yes,25,Venmo,Monthly
602,32,male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,yes,Store Pickup,yes,yes,5,Cash,Fortnightly
603,37,male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,yes,Next Day Air,yes,yes,10,Cash,Every 3 Months
604,31,male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,yes,2-Day Shipping,yes,yes,26,PayPal,Every 3 Months
605,44,male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,yes,Store Pickup,yes,yes,11,Credit Card,Every 3 Months
606,40,male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,yes,Standard,yes,yes,17,Bank Transfer,Weekly
607,27,male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,yes,Standard,yes,yes,44,PayPal,Monthly
608,47,male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,yes,Next Day Air,yes,yes,44,Cash,Monthly
609,41,male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,yes,Next Day Air,yes,yes,21,Venmo,Every 3 Months
610,51,male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,yes,Next Day Air,yes,yes,49,Credit Card,Fortnightly
611,53,male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,yes,Free Shipping,yes,yes,27,Bank Transfer,Every 3 Months
612,43,male,Scarf,Accessories,33,California,M,Black,Winter,4.7,yes,Store Pickup,yes,yes,19,Cash,Monthly
613,67,male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,yes,Express,yes,yes,33,Credit Card,Quarterly
614,61,male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,yes,Standard,yes,yes,46,Cash,Bi-Weekly
615,68,male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4,yes,Standard,yes,yes,21,Credit Card,Bi-Weekly
616,67,male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,yes,Next Day Air,yes,yes,23,Venmo,Annually
617,29,male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,yes,Free Shipping,yes,yes,38,Credit Card,Every 3 Months
618,50,male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,yes,Standard,yes,yes,2,Bank Transfer,Quarterly
619,61,male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4,yes,Express,yes,yes,21,Debit Card,Bi-Weekly
620,19,male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,yes,Store Pickup,yes,yes,1,Debit Card,Every 3 Months
621,33,male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,yes,2-Day Shipping,yes,yes,10,Venmo,Every 3 Months
622,51,male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,yes,Store Pickup,yes,yes,45,Credit Card,Weekly
623,69,male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,yes,Next Day Air,yes,yes,44,Bank Transfer,Fortnightly
624,19,male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,yes,Standard,yes,yes,48,PayPal,Bi-Weekly
625,55,male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,yes,Express,yes,yes,21,PayPal,Annually
626,49,male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,yes,Next Day Air,yes,yes,1,Venmo,Weekly
627,31,male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,yes,Standard,yes,yes,10,Venmo,Annually
628,42,male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,yes,Express,yes,yes,24,PayPal,Monthly
629,69,male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,yes,2-Day Shipping,yes,yes,29,Credit Card,Monthly
630,26,male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,yes,Standard,yes,yes,11,Debit Card,Annually
631,41,male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,yes,2-Day Shipping,yes,yes,33,Debit Card,Annually
632,55,male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,yes,Store Pickup,yes,yes,27,Cash,Fortnightly
633,35,male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,yes,Next Day Air,yes,yes,19,Venmo,Fortnightly
634,66,male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,yes,Express,yes,yes,50,Debit Card,Quarterly
635,36,male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,yes,Standard,yes,yes,46,PayPal,Weekly
636,27,male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,yes,2-Day Shipping,yes,yes,28,Cash,Quarterly
637,41,male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,yes,Store Pickup,yes,yes,14,Bank Transfer,Every 3 Months
638,21,male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,yes,2-Day Shipping,yes,yes,46,Cash,Fortnightly
639,53,male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,yes,Express,yes,yes,41,PayPal,Monthly
640,54,male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,yes,2-Day Shipping,yes,yes,50,Credit Card,Annually
641,53,male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,yes,Store Pickup,yes,yes,28,Debit Card,Fortnightly
642,47,male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,yes,2-Day Shipping,yes,yes,23,Credit Card,Every 3 Months
643,64,male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,yes,2-Day Shipping,yes,yes,14,Debit Card,Bi-Weekly
644,18,male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,yes,Next Day Air,yes,yes,10,Bank Transfer,Every 3 Months
645,68,male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,yes,Next Day Air,yes,yes,37,Cash,Weekly
646,62,male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,yes,Express,yes,yes,15,Venmo,Bi-Weekly
647,51,male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,yes,Standard,yes,yes,19,Venmo,Bi-Weekly
648,54,male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,yes,Express,yes,yes,23,Credit Card,Fortnightly
649,22,male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,yes,Store Pickup,yes,yes,35,Credit Card,Weekly
650,53,male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,yes,Store Pickup,yes,yes,33,PayPal,Every 3 Months
651,34,male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,yes,Next Day Air,yes,yes,12,Bank Transfer,Annually
652,32,male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,yes,Next Day Air,yes,yes,41,Venmo,Fortnightly
653,64,male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,yes,Free Shipping,yes,yes,27,Venmo,Weekly
654,20,male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,yes,2-Day Shipping,yes,yes,45,Cash,Fortnightly
655,24,male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,yes,2-Day Shipping,yes,yes,23,Venmo,Annually
656,20,male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,yes,Free Shipping,yes,yes,19,Venmo,Monthly
657,42,male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,yes,Standard,yes,yes,6,PayPal,Quarterly
658,48,male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,yes,Free Shipping,yes,yes,6,PayPal,Quarterly
659,62,male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,yes,Store Pickup,yes,yes,20,Venmo,Weekly
660,62,male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,yes,2-Day Shipping,yes,yes,8,Cash,Weekly
661,50,male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,yes,2-Day Shipping,yes,yes,39,Credit Card,Quarterly
662,57,male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,yes,Store Pickup,yes,yes,39,Credit Card,Quarterly
663,24,male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,yes,Express,yes,yes,39,Venmo,Bi-Weekly
664,59,male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,yes,Express,yes,yes,23,Credit Card,Monthly
665,63,male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,yes,Express,yes,yes,41,PayPal,Bi-Weekly
666,41,male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,yes,2-Day Shipping,yes,yes,50,Credit Card,Annually
667,35,male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,yes,Free Shipping,yes,yes,30,Debit Card,Quarterly
668,34,male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,yes,Standard,yes,yes,32,Bank Transfer,Quarterly
669,49,male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,yes,Express,yes,yes,35,Bank Transfer,Monthly
670,43,male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,yes,Free Shipping,yes,yes,45,Venmo,Bi-Weekly
671,63,male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,yes,Next Day Air,yes,yes,37,Cash,Bi-Weekly
672,38,male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,yes,Express,yes,yes,45,Cash,Weekly
673,59,male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,yes,2-Day Shipping,yes,yes,29,Cash,Quarterly
674,35,male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,yes,Free Shipping,yes,yes,27,Venmo,Bi-Weekly
675,48,male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,yes,Store Pickup,yes,yes,36,Bank Transfer,Annually
676,64,male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,yes,2-Day Shipping,yes,yes,9,Cash,Annually
677,28,male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,yes,2-Day Shipping,yes,yes,38,Venmo,Bi-Weekly
678,60,male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,yes,Express,yes,yes,41,PayPal,Annually
679,27,male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,yes,Store Pickup,yes,yes,25,Debit Card,Every 3 Months
680,56,male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,yes,Express,yes,yes,37,Venmo,Fortnightly
681,58,male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,yes,Express,yes,yes,3,PayPal,Annually
682,30,male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,yes,2-Day Shipping,yes,yes,24,Credit Card,Every 3 Months
683,23,male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4,yes,Standard,yes,yes,49,Credit Card,Bi-Weekly
684,33,male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,yes,Free Shipping,yes,yes,3,Bank Transfer,Monthly
685,63,male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,yes,Express,yes,yes,42,Debit Card,Monthly
686,70,male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,yes,Standard,yes,yes,32,Cash,Fortnightly
687,70,male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,yes,2-Day Shipping,yes,yes,33,Venmo,Fortnightly
688,19,male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,yes,Free Shipping,yes,yes,46,Bank Transfer,Quarterly
689,25,male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,yes,Store Pickup,yes,yes,44,Venmo,Monthly
690,19,male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,yes,Express,yes,yes,35,Credit Card,Every 3 Months
691,25,male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,yes,Standard,yes,yes,45,Bank Transfer,Weekly
692,60,male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,yes,Standard,yes,yes,37,PayPal,Bi-Weekly
693,35,male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4,yes,2-Day Shipping,yes,yes,40,Debit Card,Every 3 Months
694,46,male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,yes,Free Shipping,yes,yes,30,Cash,Every 3 Months
695,41,male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,yes,2-Day Shipping,yes,yes,38,Venmo,Every 3 Months
696,30,male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,yes,Next Day Air,yes,yes,15,Debit Card,Every 3 Months
697,44,male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,yes,Standard,yes,yes,49,Cash,Monthly
698,61,male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,yes,Free Shipping,yes,yes,40,Debit Card,Quarterly
699,55,male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,yes,Standard,yes,yes,40,Debit Card,Weekly
700,50,male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,yes,2-Day Shipping,yes,yes,5,PayPal,Weekly
701,57,male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,yes,Standard,yes,yes,5,PayPal,Monthly
702,51,male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,yes,Next Day Air,yes,yes,5,Debit Card,Every 3 Months
703,18,male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,yes,Store Pickup,yes,yes,1,Cash,Weekly
704,63,male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,yes,Standard,yes,yes,21,Venmo,Weekly
705,34,male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,yes,Express,yes,yes,18,PayPal,Annually
706,25,male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,yes,Free Shipping,yes,yes,49,Cash,Quarterly
707,46,male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,yes,Express,yes,yes,27,Debit Card,Weekly
708,59,male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,yes,Next Day Air,yes,yes,21,Venmo,Annually
709,37,male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,yes,Store Pickup,yes,yes,19,Cash,Fortnightly
710,49,male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,yes,Standard,yes,yes,23,Debit Card,Monthly
711,22,male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,yes,Standard,yes,yes,26,PayPal,Fortnightly
712,64,male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,yes,2-Day Shipping,yes,yes,13,Bank Transfer,Bi-Weekly
713,42,male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,yes,Next Day Air,yes,yes,36,Bank Transfer,Quarterly
714,37,male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,yes,Express,yes,yes,39,Bank Transfer,Bi-Weekly
715,26,male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,yes,Store Pickup,yes,yes,40,Debit Card,Fortnightly
716,33,male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,yes,Express,yes,yes,37,Debit Card,Quarterly
717,30,male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,yes,Express,yes,yes,9,Venmo,Bi-Weekly
718,21,male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,yes,Express,yes,yes,7,Venmo,Every 3 Months
719,22,male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,yes,Standard,yes,yes,25,Bank Transfer,Annually
720,63,male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,yes,Next Day Air,yes,yes,42,Venmo,Bi-Weekly
721,33,male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,yes,Free Shipping,yes,yes,19,Debit Card,Weekly
722,43,male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,yes,Next Day Air,yes,yes,41,Debit Card,Every 3 Months
723,27,male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,yes,Store Pickup,yes,yes,50,Cash,Bi-Weekly
724,35,male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,yes,Express,yes,yes,43,PayPal,Monthly
725,37,male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,yes,Store Pickup,yes,yes,36,Venmo,Every 3 Months
726,61,male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,yes,Standard,yes,yes,33,Debit Card,Fortnightly
727,32,male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,yes,Next Day Air,yes,yes,20,Bank Transfer,Every 3 Months
728,62,male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,yes,Next Day Air,yes,yes,37,Venmo,Every 3 Months
729,29,male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,yes,Next Day Air,yes,yes,12,PayPal,Every 3 Months
730,41,male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,yes,Express,yes,yes,46,PayPal,Every 3 Months
731,48,male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,yes,Standard,yes,yes,28,Venmo,Fortnightly
732,43,male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,yes,Free Shipping,yes,yes,30,PayPal,Fortnightly
733,34,male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,yes,Express,yes,yes,28,Cash,Bi-Weekly
734,45,male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,yes,2-Day Shipping,yes,yes,20,Debit Card,Bi-Weekly
735,65,male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,yes,Express,yes,yes,39,Bank Transfer,Every 3 Months
736,61,male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,yes,2-Day Shipping,yes,yes,48,Cash,Bi-Weekly
737,18,male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,yes,2-Day Shipping,yes,yes,32,Credit Card,Every 3 Months
738,47,male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,yes,Store Pickup,yes,yes,28,PayPal,Annually
739,56,male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,yes,2-Day Shipping,yes,yes,27,Venmo,Quarterly
740,64,male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,yes,Free Shipping,yes,yes,26,Venmo,Bi-Weekly
741,26,male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,yes,Next Day Air,yes,yes,22,Credit Card,Fortnightly
742,22,male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,yes,Free Shipping,yes,yes,23,Bank Transfer,Every 3 Months
743,64,male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,yes,Express,yes,yes,21,Debit Card,Quarterly
744,21,male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,yes,Free Shipping,yes,yes,36,Cash,Weekly
745,67,male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,yes,Next Day Air,yes,yes,42,Debit Card,Bi-Weekly
746,46,male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,yes,Standard,yes,yes,4,Venmo,Monthly
747,40,male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,yes,Free Shipping,yes,yes,47,Credit Card,Annually
748,51,male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,yes,Next Day Air,yes,yes,13,Bank Transfer,Weekly
